ADDR | HEX  |       BINARY       | UNSIGNED |  S10 |  S12 |  S16
155  | 7C61 | 0111_1100_0110_0001 |    31841 |   97 | -927 | 31841
156  | 045A | 0000_0100_0101_1010 |     1114 |   90 | 1114 | 1114
157  | 7FBF | 0111_1111_1011_1111 |    32703 |  -65 |  -65 | 32703
158  | 7FA7 | 0111_1111_1010_0111 |    32679 |  -89 |  -89 | 32679
159  | 00C6 | 0000_0000_1100_0110 |      198 |  198 |  198 |  198
15A  | 07C2 | 0000_0111_1100_0010 |     1986 |  -62 | 1986 | 1986
15B  | 081B | 0000_1000_0001_1011 |     2075 |   27 | -2021 | 2075
15C  | 7C5F | 0111_1100_0101_1111 |    31839 |   95 | -929 | 31839
15D  | 03C4 | 0000_0011_1100_0100 |      964 |  -60 |  964 |  964
15E  | 04E2 | 0000_0100_1110_0010 |     1250 |  226 | 1250 | 1250
15F  | 0481 | 0000_0100_1000_0001 |     1153 |  129 | 1153 | 1153
160  | 7B3C | 0111_1011_0011_1100 |    31548 | -196 | -1220 | 31548
161  | 78E4 | 0111_1000_1110_0100 |    30948 |  228 | -1820 | 30948
162  | 7C19 | 0111_1100_0001_1001 |    31769 |   25 | -999 | 31769
163  | 781A | 0111_1000_0001_1010 |    30746 |   26 | -2022 | 30746
164  | 7C39 | 0111_1100_0011_1001 |    31801 |   57 | -967 | 31801
165  | 0826 | 0000_1000_0010_0110 |     2086 |   38 | -2010 | 2086
166  | 7F44 | 0111_1111_0100_0100 |    32580 | -188 | -188 | 32580
167  | 78FD | 0111_1000_1111_1101 |    30973 |  253 | -1795 | 30973
168  | 0B5D | 0000_1011_0101_1101 |     2909 | -163 | -1187 | 2909
169  | 7B63 | 0111_1011_0110_0011 |    31587 | -157 | -1181 | 31587
16A  | 7F3F | 0111_1111_0011_1111 |    32575 | -193 | -193 | 32575
16B  | 0381 | 0000_0011_1000_0001 |      897 | -127 |  897 |  897
16C  | 04C1 | 0000_0100_1100_0001 |     1217 |  193 | 1217 | 1217
16D  | 7B9B | 0111_1011_1001_1011 |    31643 | -101 | -1125 | 31643
16E  | 7CDB | 0111_1100_1101_1011 |    31963 |  219 | -805 | 31963
16F  | 083B | 0000_1000_0011_1011 |     2107 |   59 | -1989 | 2107
170  | 783C | 0111_1000_0011_1100 |    30780 |   60 | -1988 | 30780
171  | 7820 | 0111_1000_0010_0000 |    30752 |   32 | -2016 | 30752
172  | 045E | 0000_0100_0101_1110 |     1118 |   94 | 1118 | 1118
173  | 7FE0 | 0111_1111_1110_0000 |    32736 |  -32 |  -32 | 32736
174  | 00D9 | 0000_0000_1101_1001 |      217 |  217 |  217 |  217
175  | 08E0 | 0000_1000_1110_0000 |     2272 |  224 | -1824 | 2272
176  | 7F5C | 0111_1111_0101_1100 |    32604 | -164 | -164 | 32604
177  | 0843 | 0000_1000_0100_0011 |     2115 |   67 | -1981 | 2115
178  | 7BB9 | 0111_1011_1011_1001 |    31673 |  -71 | -1095 | 31673
179  | 0780 | 0000_0111_1000_0000 |     1920 | -128 | 1920 | 1920
17A  | 049C | 0000_0100_1001_1100 |     1180 |  156 | 1180 | 1180
17B  | 007E | 0000_0000_0111_1110 |      126 |  126 |  126 |  126
17C  | 0400 | 0000_0100_0000_0000 |     1024 |    0 | 1024 | 1024
17D  | 7B5C | 0111_1011_0101_1100 |    31580 | -164 | -1188 | 31580
17E  | 03C6 | 0000_0011_1100_0110 |      966 |  -58 |  966 |  966
17F  | 7CBB | 0111_1100_1011_1011 |    31931 |  187 | -837 | 31931
180  | 07A6 | 0000_0111_1010_0110 |     1958 |  -90 | 1958 | 1958
181  | 00E1 | 0000_0000_1110_0001 |      225 |  225 |  225 |  225
182  | 789B | 0111_1000_1001_1011 |    30875 |  155 | -1893 | 30875
183  | 0B41 | 0000_1011_0100_0001 |     2881 | -191 | -1215 | 2881
184  | 0865 | 0000_1000_0110_0101 |     2149 |  101 | -1947 | 2149
185  | 785A | 0111_1000_0101_1010 |    30810 |   90 | -1958 | 30810
186  | 78E6 | 0111_1000_1110_0110 |    30950 |  230 | -1818 | 30950
187  | 0B3A | 0000_1011_0011_1010 |     2874 | -198 | -1222 | 2874
188  | 001A | 0000_0000_0001_1010 |       26 |   26 |   26 |   26
189  | 0B5E | 0000_1011_0101_1110 |     2910 | -162 | -1186 | 2910
18A  | 7BFB | 0111_1011_1111_1011 |    31739 |   -5 | -1029 | 31739
18B  | 0425 | 0000_0100_0010_0101 |     1061 |   37 | 1061 | 1061
18C  | 7C21 | 0111_1100_0010_0001 |    31777 |   33 | -991 | 31777
18D  | 041C | 0000_0100_0001_1100 |     1052 |   28 | 1052 | 1052
18E  | 0479 | 0000_0100_0111_1001 |     1145 |  121 | 1145 | 1145
18F  | 78DC | 0111_1000_1101_1100 |    30940 |  220 | -1828 | 30940
190  | 0899 | 0000_1000_1001_1001 |     2201 |  153 | -1895 | 2201
191  | 0046 | 0000_0000_0100_0110 |       70 |   70 |   70 |   70
192  | 043D | 0000_0100_0011_1101 |     1085 |   61 | 1085 | 1085
193  | 0B5C | 0000_1011_0101_1100 |     2908 | -164 | -1188 | 2908
194  | 03C0 | 0000_0011_1100_0000 |      960 |  -64 |  960 |  960
195  | 0780 | 0000_0111_1000_0000 |     1920 | -128 | 1920 | 1920
196  | 00DF | 0000_0000_1101_1111 |      223 |  223 |  223 |  223
197  | 0B9B | 0000_1011_1001_1011 |     2971 | -101 | -1125 | 2971
198  | 7FB9 | 0111_1111_1011_1001 |    32697 |  -71 |  -71 | 32697
199  | 0899 | 0000_1000_1001_1001 |     2201 |  153 | -1895 | 2201
19A  | 7B64 | 0111_1011_0110_0100 |    31588 | -156 | -1180 | 31588
19B  | 00C3 | 0000_0000_1100_0011 |      195 |  195 |  195 |  195
19C  | 7F3B | 0111_1111_0011_1011 |    32571 | -197 | -197 | 32571
19D  | 001E | 0000_0000_0001_1110 |       30 |   30 |   30 |   30
19E  | 03BF | 0000_0011_1011_1111 |      959 |  -65 |  959 |  959
19F  | 077E | 0000_0111_0111_1110 |     1918 | -130 | 1918 | 1918
1A0  | 7846 | 0111_1000_0100_0110 |    30790 |   70 | -1978 | 30790
1A1  | 00C6 | 0000_0000_1100_0110 |      198 |  198 |  198 |  198
1A2  | 0BFE | 0000_1011_1111_1110 |     3070 |   -2 | -1026 | 3070
1A3  | 0BFE | 0000_1011_1111_1110 |     3070 |   -2 | -1026 | 3070
1A4  | 0725 | 0000_0111_0010_0101 |     1829 | -219 | 1829 | 1829
1A5  | 789B | 0111_1000_1001_1011 |    30875 |  155 | -1893 | 30875
1A6  | 783E | 0111_1000_0011_1110 |    30782 |   62 | -1986 | 30782
1A7  | 08E0 | 0000_1000_1110_0000 |     2272 |  224 | -1824 | 2272
1A8  | 7F43 | 0111_1111_0100_0011 |    32579 | -189 | -189 | 32579
1A9  | 07A3 | 0000_0111_1010_0011 |     1955 |  -93 | 1955 | 1955
1AA  | 04BA | 0000_0100_1011_1010 |     1210 |  186 | 1210 | 1210
1AB  | 08DD | 0000_1000_1101_1101 |     2269 |  221 | -1827 | 2269
1AC  | 0BA6 | 0000_1011_1010_0110 |     2982 |  -90 | -1114 | 2982
1AD  | 7CD9 | 0111_1100_1101_1001 |    31961 |  217 | -807 | 31961
1AE  | 7C04 | 0111_1100_0000_0100 |    31748 |    4 | -1020 | 31748
1AF  | 78C7 | 0111_1000_1100_0111 |    30919 |  199 | -1849 | 30919
1B0  | 0419 | 0000_0100_0001_1001 |     1049 |   25 | 1049 | 1049
1B1  | 04DD | 0000_0100_1101_1101 |     1245 |  221 | 1245 | 1245
1B2  | 0BE4 | 0000_1011_1110_0100 |     3044 |  -28 | -1052 | 3044
1B3  | 7BE5 | 0111_1011_1110_0101 |    31717 |  -27 | -1051 | 31717
1B4  | 049B | 0000_0100_1001_1011 |     1179 |  155 | 1179 | 1179
1B5  | 787C | 0111_1000_0111_1100 |    30844 |  124 | -1924 | 30844
1B6  | 7BDB | 0111_1011_1101_1011 |    31707 |  -37 | -1061 | 31707
1B7  | 0BD9 | 0000_1011_1101_1001 |     3033 |  -39 | -1063 | 3033
1B8  | 7879 | 0111_1000_0111_1001 |    30841 |  121 | -1927 | 30841
1B9  | 7C24 | 0111_1100_0010_0100 |    31780 |   36 | -988 | 31780
1BA  | 7FC4 | 0111_1111_1100_0100 |    32708 |  -60 |  -60 | 32708
1BB  | 0086 | 0000_0000_1000_0110 |      134 |  134 |  134 |  134
1BC  | 08A5 | 0000_1000_1010_0101 |     2213 |  165 | -1883 | 2213
1BD  | 00A6 | 0000_0000_1010_0110 |      166 |  166 |  166 |  166
1BE  | 7F5D | 0111_1111_0101_1101 |    32605 | -163 | -163 | 32605
1BF  | 035E | 0000_0011_0101_1110 |      862 | -162 |  862 |  862
1C0  | 08BB | 0000_1000_1011_1011 |     2235 |  187 | -1861 | 2235
1C1  | 0BA4 | 0000_1011_1010_0100 |     2980 |  -92 | -1116 | 2980
1C2  | 78E1 | 0111_1000_1110_0001 |    30945 |  225 | -1823 | 30945
1C3  | 079D | 0000_0111_1001_1101 |     1949 |  -99 | 1949 | 1949
1C4  | 7860 | 0111_1000_0110_0000 |    30816 |   96 | -1952 | 30816
1C5  | 0B45 | 0000_1011_0100_0101 |     2885 | -187 | -1211 | 2885
1C6  | 7CF9 | 0111_1100_1111_1001 |    31993 |  249 | -775 | 31993
1C7  | 7CE6 | 0111_1100_1110_0110 |    31974 |  230 | -794 | 31974
1C8  | 7B7D | 0111_1011_0111_1101 |    31613 | -131 | -1155 | 31613
1C9  | 0BE7 | 0000_1011_1110_0111 |     3047 |  -25 | -1049 | 3047
1CA  | 7C1B | 0111_1100_0001_1011 |    31771 |   27 | -997 | 31771
1CB  | 0884 | 0000_1000_1000_0100 |     2180 |  132 | -1916 | 2180
1CC  | 7CB9 | 0111_1100_1011_1001 |    31929 |  185 | -839 | 31929
1CD  | 0BDC | 0000_1011_1101_1100 |     3036 |  -36 | -1060 | 3036
1CE  | 0067 | 0000_0000_0110_0111 |      103 |  103 |  103 |  103
1CF  | 0BA5 | 0000_1011_1010_0101 |     2981 |  -91 | -1115 | 2981
1D0  | 08BD | 0000_1000_1011_1101 |     2237 |  189 | -1859 | 2237
1D1  | 7B3F | 0111_1011_0011_1111 |    31551 | -193 | -1217 | 31551
1D2  | 0019 | 0000_0000_0001_1001 |       25 |   25 |   25 |   25
1D3  | 077B | 0000_0111_0111_1011 |     1915 | -133 | 1915 | 1915
1D4  | 78FA | 0111_1000_1111_1010 |    30970 |  250 | -1798 | 30970
1D5  | 07C1 | 0000_0111_1100_0001 |     1985 |  -63 | 1985 | 1985
1D6  | 7F62 | 0111_1111_0110_0010 |    32610 | -158 | -158 | 32610
1D7  | 07E7 | 0000_0111_1110_0111 |     2023 |  -25 | 2023 | 2023
1D8  | 08BE | 0000_1000_1011_1110 |     2238 |  190 | -1858 | 2238
1D9  | 04C2 | 0000_0100_1100_0010 |     1218 |  194 | 1218 | 1218
1DA  | 7BFB | 0111_1011_1111_1011 |    31739 |   -5 | -1029 | 31739
1DB  | 7880 | 0111_1000_1000_0000 |    30848 |  128 | -1920 | 30848
1DC  | 04E6 | 0000_0100_1110_0110 |     1254 |  230 | 1254 | 1254
1DD  | 7820 | 0111_1000_0010_0000 |    30752 |   32 | -2016 | 30752
1DE  | 7BBA | 0111_1011_1011_1010 |    31674 |  -70 | -1094 | 31674
1DF  | 04E7 | 0000_0100_1110_0111 |     1255 |  231 | 1255 | 1255
1E0  | 001E | 0000_0000_0001_1110 |       30 |   30 |   30 |   30
1E1  | 005F | 0000_0000_0101_1111 |       95 |   95 |   95 |   95
1E2  | 7C5A | 0111_1100_0101_1010 |    31834 |   90 | -934 | 31834
1E3  | 7807 | 0111_1000_0000_0111 |    30727 |    7 | -2041 | 30727
1E4  | 0723 | 0000_0111_0010_0011 |     1827 | -221 | 1827 | 1827
1E5  | 7882 | 0111_1000_1000_0010 |    30850 |  130 | -1918 | 30850
1E6  | 0BBA | 0000_1011_1011_1010 |     3002 |  -70 | -1094 | 3002
1E7  | 7B62 | 0111_1011_0110_0010 |    31586 | -158 | -1182 | 31586
1E8  | 7B39 | 0111_1011_0011_1001 |    31545 | -199 | -1223 | 31545
1E9  | 0380 | 0000_0011_1000_0000 |      896 | -128 |  896 |  896
1EA  | 0419 | 0000_0100_0001_1001 |     1049 |   25 | 1049 | 1049
1EB  | 7B61 | 0111_1011_0110_0001 |    31585 | -159 | -1183 | 31585
1EC  | 0043 | 0000_0000_0100_0011 |       67 |   67 |   67 |   67
1ED  | 7F5E | 0111_1111_0101_1110 |    32606 | -162 | -162 | 32606
1EE  | 007F | 0000_0000_0111_1111 |      127 |  127 |  127 |  127
1EF  | 0025 | 0000_0000_0010_0101 |       37 |   37 |   37 |   37
1F0  | 0042 | 0000_0000_0100_0010 |       66 |   66 |   66 |   66
1F1  | 7BBF | 0111_1011_1011_1111 |    31679 |  -65 | -1089 | 31679
1F2  | 78C2 | 0111_1000_1100_0010 |    30914 |  194 | -1854 | 30914
1F3  | 7FFB | 0111_1111_1111_1011 |    32763 |   -5 |   -5 | 32763
1F4  | 087A | 0000_1000_0111_1010 |     2170 |  122 | -1926 | 2170
1F5  | 0861 | 0000_1000_0110_0001 |     2145 |   97 | -1951 | 2145
1F6  | 0B40 | 0000_1011_0100_0000 |     2880 | -192 | -1216 | 2880
1F7  | 7C25 | 0111_1100_0010_0101 |    31781 |   37 | -987 | 31781
1F8  | 08A4 | 0000_1000_1010_0100 |     2212 |  164 | -1884 | 2212
1F9  | 0822 | 0000_1000_0010_0010 |     2082 |   34 | -2014 | 2082
1FA  | 039F | 0000_0011_1001_1111 |      927 |  -97 |  927 |  927
1FB  | 7B81 | 0111_1011_1000_0001 |    31617 | -127 | -1151 | 31617
1FC  | 7BDC | 0111_1011_1101_1100 |    31708 |  -36 | -1060 | 31708
1FD  | 0045 | 0000_0000_0100_0101 |       69 |   69 |   69 |   69
1FE  | 005C | 0000_0000_0101_1100 |       92 |   92 |   92 |   92
1FF  | 0059 | 0000_0000_0101_1001 |       89 |   89 |   89 |   89
200  | 7BC0 | 0111_1011_1100_0000 |    31680 |  -64 | -1088 | 31680
201  | 0886 | 0000_1000_1000_0110 |     2182 |  134 | -1914 | 2182
202  | 0326 | 0000_0011_0010_0110 |      806 | -218 |  806 |  806
203  | 7CC4 | 0111_1100_1100_0100 |    31940 |  196 | -828 | 31940
204  | 00DB | 0000_0000_1101_1011 |      219 |  219 |  219 |  219
205  | 043F | 0000_0100_0011_1111 |     1087 |   63 | 1087 | 1087
206  | 0347 | 0000_0011_0100_0111 |      839 | -185 |  839 |  839
207  | 7BA4 | 0111_1011_1010_0100 |    31652 |  -92 | -1116 | 31652
208  | 003A | 0000_0000_0011_1010 |       58 |   58 |   58 |   58
209  | 079A | 0000_0111_1001_1010 |     1946 | -102 | 1946 | 1946
20A  | 7C7F | 0111_1100_0111_1111 |    31871 |  127 | -897 | 31871
20B  | 0B67 | 0000_1011_0110_0111 |     2919 | -153 | -1177 | 2919
20C  | 00FE | 0000_0000_1111_1110 |      254 |  254 |  254 |  254
20D  | 07FB | 0000_0111_1111_1011 |     2043 |   -5 | 2043 | 2043
20E  | 07C1 | 0000_0111_1100_0001 |     1985 |  -63 | 1985 | 1985
20F  | 7C02 | 0111_1100_0000_0010 |    31746 |    2 | -1022 | 31746
210  | 7B67 | 0111_1011_0110_0111 |    31591 | -153 | -1177 | 31591
211  | 03A6 | 0000_0011_1010_0110 |      934 |  -90 |  934 |  934
212  | 0445 | 0000_0100_0100_0101 |     1093 |   69 | 1093 | 1093
213  | 7F9E | 0111_1111_1001_1110 |    32670 |  -98 |  -98 | 32670
214  | 08E2 | 0000_1000_1110_0010 |     2274 |  226 | -1822 | 2274
215  | 04A2 | 0000_0100_1010_0010 |     1186 |  162 | 1186 | 1186
216  | 7F9E | 0111_1111_1001_1110 |    32670 |  -98 |  -98 | 32670
217  | 7B99 | 0111_1011_1001_1001 |    31641 | -103 | -1127 | 31641
218  | 785C | 0111_1000_0101_1100 |    30812 |   92 | -1956 | 30812
219  | 0402 | 0000_0100_0000_0010 |     1026 |    2 | 1026 | 1026
21A  | 07DE | 0000_0111_1101_1110 |     2014 |  -34 | 2014 | 2014
21B  | 0367 | 0000_0011_0110_0111 |      871 | -153 |  871 |  871
21C  | 7C5E | 0111_1100_0101_1110 |    31838 |   94 | -930 | 31838
21D  | 07A3 | 0000_0111_1010_0011 |     1955 |  -93 | 1955 | 1955
21E  | 03C4 | 0000_0011_1100_0100 |      964 |  -60 |  964 |  964
21F  | 03BD | 0000_0011_1011_1101 |      957 |  -67 |  957 |  957
220  | 07D9 | 0000_0111_1101_1001 |     2009 |  -39 | 2009 | 2009
221  | 7800 | 0111_1000_0000_0000 |    30720 |    0 | -2048 | 30720
222  | 7FFD | 0111_1111_1111_1101 |    32765 |   -3 |   -3 | 32765
223  | 7FA4 | 0111_1111_1010_0100 |    32676 |  -92 |  -92 | 32676
224  | 7844 | 0111_1000_0100_0100 |    30788 |   68 | -1980 | 30788
225  | 07C4 | 0000_0111_1100_0100 |     1988 |  -60 | 1988 | 1988
226  | 7CDD | 0111_1100_1101_1101 |    31965 |  221 | -803 | 31965
227  | 079F | 0000_0111_1001_1111 |     1951 |  -97 | 1951 | 1951
228  | 049C | 0000_0100_1001_1100 |     1180 |  156 | 1180 | 1180
229  | 003E | 0000_0000_0011_1110 |       62 |   62 |   62 |   62
22A  | 78A5 | 0111_1000_1010_0101 |    30885 |  165 | -1883 | 30885
22B  | 079C | 0000_0111_1001_1100 |     1948 | -100 | 1948 | 1948
22C  | 0B26 | 0000_1011_0010_0110 |     2854 | -218 | -1242 | 2854
22D  | 7BE7 | 0111_1011_1110_0111 |    31719 |  -25 | -1049 | 31719
22E  | 7FFB | 0111_1111_1111_1011 |    32763 |   -5 |   -5 | 32763
22F  | 039F | 0000_0011_1001_1111 |      927 |  -97 |  927 |  927
230  | 7CA0 | 0111_1100_1010_0000 |    31904 |  160 | -864 | 31904
231  | 7CDC | 0111_1100_1101_1100 |    31964 |  220 | -804 | 31964
232  | 7B65 | 0111_1011_0110_0101 |    31589 | -155 | -1179 | 31589
233  | 7C1A | 0111_1100_0001_1010 |    31770 |   26 | -998 | 31770
234  | 07A4 | 0000_0111_1010_0100 |     1956 |  -92 | 1956 | 1956
235  | 7C42 | 0111_1100_0100_0010 |    31810 |   66 | -958 | 31810
236  | 03E6 | 0000_0011_1110_0110 |      998 |  -26 |  998 |  998
237  | 039B | 0000_0011_1001_1011 |      923 | -101 |  923 |  923
238  | 0B99 | 0000_1011_1001_1001 |     2969 | -103 | -1127 | 2969
239  | 0000 | 0000_0000_0000_0000 |        0 |    0 |    0 |    0
23A  | 7CC7 | 0111_1100_1100_0111 |    31943 |  199 | -825 | 31943
23B  | 001B | 0000_0000_0001_1011 |       27 |   27 |   27 |   27
23C  | 7B44 | 0111_1011_0100_0100 |    31556 | -188 | -1212 | 31556
23D  | 00C2 | 0000_0000_1100_0010 |      194 |  194 |  194 |  194
23E  | 075F | 0000_0111_0101_1111 |     1887 | -161 | 1887 | 1887
23F  | 7B62 | 0111_1011_0110_0010 |    31586 | -158 | -1182 | 31586
240  | 08FD | 0000_1000_1111_1101 |     2301 |  253 | -1795 | 2301
241  | 0482 | 0000_0100_1000_0010 |     1154 |  130 | 1154 | 1154
242  | 7C9D | 0111_1100_1001_1101 |    31901 |  157 | -867 | 31901
243  | 7F66 | 0111_1111_0110_0110 |    32614 | -154 | -154 | 32614
244  | 7F3F | 0111_1111_0011_1111 |    32575 | -193 | -193 | 32575
245  | 04E7 | 0000_0100_1110_0111 |     1255 |  231 | 1255 | 1255
246  | 04C1 | 0000_0100_1100_0001 |     1217 |  193 | 1217 | 1217
247  | 0764 | 0000_0111_0110_0100 |     1892 | -156 | 1892 | 1892
248  | 7BDD | 0111_1011_1101_1101 |    31709 |  -35 | -1059 | 31709
249  | 7819 | 0111_1000_0001_1001 |    30745 |   25 | -2023 | 30745
24A  | 7CA2 | 0111_1100_1010_0010 |    31906 |  162 | -862 | 31906
24B  | 0082 | 0000_0000_1000_0010 |      130 |  130 |  130 |  130
24C  | 7CD9 | 0111_1100_1101_1001 |    31961 |  217 | -807 | 31961
24D  | 0847 | 0000_1000_0100_0111 |     2119 |   71 | -1977 | 2119
24E  | 7BDA | 0111_1011_1101_1010 |    31706 |  -38 | -1062 | 31706
24F  | 07A6 | 0000_0111_1010_0110 |     1958 |  -90 | 1958 | 1958
250  | 78FE | 0111_1000_1111_1110 |    30974 |  254 | -1794 | 30974
251  | 0781 | 0000_0111_1000_0001 |     1921 | -127 | 1921 | 1921
252  | 0B60 | 0000_1011_0110_0000 |     2912 | -160 | -1184 | 2912
253  | 08A5 | 0000_1000_1010_0101 |     2213 |  165 | -1883 | 2213
254  | 7B9D | 0111_1011_1001_1101 |    31645 |  -99 | -1123 | 31645
255  | 04D9 | 0000_0100_1101_1001 |     1241 |  217 | 1241 | 1241
256  | 0BE5 | 0000_1011_1110_0101 |     3045 |  -27 | -1051 | 3045
257  | 7F3F | 0111_1111_0011_1111 |    32575 | -193 | -193 | 32575
258  | 7FE7 | 0111_1111_1110_0111 |    32743 |  -25 |  -25 | 32743
259  | 073D | 0000_0111_0011_1101 |     1853 | -195 | 1853 | 1853
25A  | 7B5E | 0111_1011_0101_1110 |    31582 | -162 | -1186 | 31582
25B  | 08E5 | 0000_1000_1110_0101 |     2277 |  229 | -1819 | 2277
25C  | 7B9F | 0111_1011_1001_1111 |    31647 |  -97 | -1121 | 31647
25D  | 7F3B | 0111_1111_0011_1011 |    32571 | -197 | -197 | 32571
25E  | 0864 | 0000_1000_0110_0100 |     2148 |  100 | -1948 | 2148
25F  | 7882 | 0111_1000_1000_0010 |    30850 |  130 | -1918 | 30850
260  | 007B | 0000_0000_0111_1011 |      123 |  123 |  123 |  123
261  | 04FD | 0000_0100_1111_1101 |     1277 |  253 | 1277 | 1277
262  | 047E | 0000_0100_0111_1110 |     1150 |  126 | 1150 | 1150
263  | 0021 | 0000_0000_0010_0001 |       33 |   33 |   33 |   33
264  | 7C85 | 0111_1100_1000_0101 |    31877 |  133 | -891 | 31877
265  | 0BC6 | 0000_1011_1100_0110 |     3014 |  -58 | -1082 | 3014
266  | 04A4 | 0000_0100_1010_0100 |     1188 |  164 | 1188 | 1188
267  | 033D | 0000_0011_0011_1101 |      829 | -195 |  829 |  829
268  | 0327 | 0000_0011_0010_0111 |      807 | -217 |  807 |  807
269  | 7FD9 | 0111_1111_1101_1001 |    32729 |  -39 |  -39 | 32729
26A  | 7F86 | 0111_1111_1000_0110 |    32646 | -122 | -122 | 32646
26B  | 7B86 | 0111_1011_1000_0110 |    31622 | -122 | -1146 | 31622
26C  | 04E6 | 0000_0100_1110_0110 |     1254 |  230 | 1254 | 1254
26D  | 787C | 0111_1000_0111_1100 |    30844 |  124 | -1924 | 30844
26E  | 00FD | 0000_0000_1111_1101 |      253 |  253 |  253 |  253
26F  | 0BC4 | 0000_1011_1100_0100 |     3012 |  -60 | -1084 | 3012
270  | 08E2 | 0000_1000_1110_0010 |     2274 |  226 | -1822 | 2274
271  | 7CC2 | 0111_1100_1100_0010 |    31938 |  194 | -830 | 31938
272  | 089D | 0000_1000_1001_1101 |     2205 |  157 | -1891 | 2205
273  | 087F | 0000_1000_0111_1111 |     2175 |  127 | -1921 | 2175
274  | 0BFC | 0000_1011_1111_1100 |     3068 |   -4 | -1028 | 3068
275  | 0039 | 0000_0000_0011_1001 |       57 |   57 |   57 |   57
276  | 0846 | 0000_1000_0100_0110 |     2118 |   70 | -1978 | 2118
277  | 0BA6 | 0000_1011_1010_0110 |     2982 |  -90 | -1114 | 2982
278  | 083D | 0000_1000_0011_1101 |     2109 |   61 | -1987 | 2109
279  | 7B9F | 0111_1011_1001_1111 |    31647 |  -97 | -1121 | 31647
27A  | 00A2 | 0000_0000_1010_0010 |      162 |  162 |  162 |  162
27B  | 7C42 | 0111_1100_0100_0010 |    31810 |   66 | -958 | 31810
27C  | 7B5E | 0111_1011_0101_1110 |    31582 | -162 | -1186 | 31582
27D  | 077D | 0000_0111_0111_1101 |     1917 | -131 | 1917 | 1917
27E  | 00BC | 0000_0000_1011_1100 |      188 |  188 |  188 |  188
27F  | 007A | 0000_0000_0111_1010 |      122 |  122 |  122 |  122
280  | 073C | 0000_0111_0011_1100 |     1852 | -196 | 1852 | 1852
281  | 04C7 | 0000_0100_1100_0111 |     1223 |  199 | 1223 | 1223
282  | 04C2 | 0000_0100_1100_0010 |     1218 |  194 | 1218 | 1218
283  | 7FC2 | 0111_1111_1100_0010 |    32706 |  -62 |  -62 | 32706
284  | 08BB | 0000_1000_1011_1011 |     2235 |  187 | -1861 | 2235
285  | 03C2 | 0000_0011_1100_0010 |      962 |  -62 |  962 |  962
286  | 0B39 | 0000_1011_0011_1001 |     2873 | -199 | -1223 | 2873
287  | 0860 | 0000_1000_0110_0000 |     2144 |   96 | -1952 | 2144
288  | 04BD | 0000_0100_1011_1101 |     1213 |  189 | 1213 | 1213
289  | 7F65 | 0111_1111_0110_0101 |    32613 | -155 | -155 | 32613
28A  | 7BBC | 0111_1011_1011_1100 |    31676 |  -68 | -1092 | 31676
28B  | 7F60 | 0111_1111_0110_0000 |    32608 | -160 | -160 | 32608
28C  | 085F | 0000_1000_0101_1111 |     2143 |   95 | -1953 | 2143
28D  | 7F7A | 0111_1111_0111_1010 |    32634 | -134 | -134 | 32634
28E  | 04D9 | 0000_0100_1101_1001 |     1241 |  217 | 1241 | 1241
28F  | 7844 | 0111_1000_0100_0100 |    30788 |   68 | -1980 | 30788
290  | 0763 | 0000_0111_0110_0011 |     1891 | -157 | 1891 | 1891
291  | 7BBC | 0111_1011_1011_1100 |    31676 |  -68 | -1092 | 31676
292  | 08A0 | 0000_1000_1010_0000 |     2208 |  160 | -1888 | 2208
293  | 7BA4 | 0111_1011_1010_0100 |    31652 |  -92 | -1116 | 31652
294  | 7B9A | 0111_1011_1001_1010 |    31642 | -102 | -1126 | 31642
295  | 7B3B | 0111_1011_0011_1011 |    31547 | -197 | -1221 | 31547
296  | 7FA4 | 0111_1111_1010_0100 |    32676 |  -92 |  -92 | 32676
297  | 7C59 | 0111_1100_0101_1001 |    31833 |   89 | -935 | 31833
298  | 0BB9 | 0000_1011_1011_1001 |     3001 |  -71 | -1095 | 3001
299  | 7B85 | 0111_1011_1000_0101 |    31621 | -123 | -1147 | 31621
29A  | 03DB | 0000_0011_1101_1011 |      987 |  -37 |  987 |  987
29B  | 0843 | 0000_1000_0100_0011 |     2115 |   67 | -1981 | 2115
29C  | 7B9D | 0111_1011_1001_1101 |    31645 |  -99 | -1123 | 31645
29D  | 78C4 | 0111_1000_1100_0100 |    30916 |  196 | -1852 | 30916
29E  | 7FFB | 0111_1111_1111_1011 |    32763 |   -5 |   -5 | 32763
29F  | 0BF9 | 0000_1011_1111_1001 |     3065 |   -7 | -1031 | 3065
